IRI,GUA,JULIÁN MELLADO,1,6/5/22 13:10,\N,\N
JIM,GUA,LAS MERCEDES,1,6/5/22 13:10,\N,\N
MOR,GUA,LEONARDO INFANTE,1,6/5/22 13:10,\N,\N
PAL,GUA,PEDRO ZARAZA,1,6/5/22 13:10,\N,\N
SPL,GUA,ORTÍZ,1,6/5/22 13:10,\N,\N
TOR,GUA,SAN GERÓNIMO DE GUAYABAL,1,6/5/22 13:10,\N,\N
AAD,GUA,SAN JOSÉ DE GUARIBE,1,6/5/22 13:10,\N,\N
APS,GUA,SANTA MARÍA DE IPIRE,1,6/5/22 13:10,\N,\N
ARI,GUA,SEBASTIÁN FRANCISCO DE MIRANDA,1,6/5/22 13:10,\N,\N
ACH,LAR,ANDRÉS ELOY BLANCO,1,6/5/22 13:10,\N,\N
CEL,LAR,CRESPO,1,6/5/22 13:10,\N,\N
CPO,LAR,IRIBARREN,1,6/5/22 13:10,\N,\N
CQU,LAR,JIMÉNEZ,1,6/5/22 13:10,\N,\N
GUA,LAR,MORÁN,1,6/5/22 13:10,\N,\N
JCS,LAR,PALAVECINO,1,6/5/22 13:10,\N,\N
JBR,LAR,SIMÓN PLANAS,1,6/5/22 13:10,\N,\N
ORM,LAR,TORRES,1,6/5/22 13:10,\N,\N
PNG,LAR,URDANETA,1,6/5/22 13:10,\N,\N
PLL,LAR,ALBERTO ADRIANI,1,6/5/22 13:10,\N,\N
RAN,LAR,ANDRÉS BELLO,1,6/5/22 13:10,\N,\N
RDV,LAR,ANTONIO PINTO SALINAS,1,6/5/22 13:10,\N,\N
SMQ,LAR,ARICAGUA,1,6/5/22 13:10,\N,\N
TOV,LAR,ARZOBISPO CHACÓN,1,6/5/22 13:10,\N,\N
TFC,LAR,CAMPO ELÍAS,1,6/5/22 13:10,\N,\N
ZEA,LAR,CARACCIOLO PARRA OLMEDO,1,6/5/22 13:10,\N,\N
ACE,LAR,CARDENAL QUINTERO,1,6/5/22 13:10,\N,\N
BAR,LAR,GUARAQUE,1,6/5/22 13:10,\N,\N
BRI,LAR,JULIO CÉSAR SALAS,1,6/5/22 13:10,\N,\N
BUO,LAR,JUSTO BRICEÑO,1,6/5/22 13:10,\N,\N
CAR,LAR,LIBERTADOR,1,6/5/22 13:10,\N,\N
CHA,LAR,MIRANDA,1,6/5/22 13:10,\N,\N
CRO,LAR,OBISPO RAMOS DE LORA,1,6/5/22 13:10,\N,\N
EHA,LAR,PADRE NOGUERA,1,6/5/22 13:10,\N,\N
GUA,LAR,PUEBLO LLANO,1,6/5/22 13:10,\N,\N
LAN,LAR,RANGEL,1,6/5/22 13:10,\N,\N
LSA,LAR,RIVAS DÁVILA,1,6/5/22 13:10,\N,\N
PCA,LAR,SANTOS MARQUINA,1,6/5/22 13:10,\N,\N
PGU,LAR,SUCRE,1,6/5/22 13:10,\N,\N
PLA,LAR,TOVAR,1,6/5/22 13:10,\N,\N
URD,LAR,TULIO FEBRES CORDERO,1,6/5/22 13:10,\N,\N
AGU,LAR,ZEA,1,6/5/22 13:10,\N,\N
CAR,MIR,ACEVEDO,1,6/5/22 13:10,\N,\N
MAT,MIR,ANDRÉS BELLO,1,6/5/22 13:10,\N,\N
PUN,MIR,BARUTA,1,6/5/22 13:10,\N,\N
STB,MIR,BRIÓN,1,6/5/22 13:10,\N,\N
ADC,MIR,BUROZ,1,6/5/22 13:10,\N,\N
GAR,MIR,CARRIZAL,1,6/5/22 13:10,\N,\N
GOM,MIR,CHACAO,1,6/5/22 13:10,\N,\N
MAN,MIR,CRISTÓBAL ROJAS,1,6/5/22 13:10,\N,\N
MAR,MIR,EL HATILLO,1,6/5/22 13:10,\N,\N
MRI,MIR,GUAICAIPURO,1,6/5/22 13:10,\N,\N
PMO,MIR,INDEPENDENCIA,1,6/5/22 13:10,\N,\N
TUB,MIR,LANDER,1,6/5/22 13:10,\N,\N
VIL,MIR,LOS SALIAS,1,6/5/22 13:10,\N,\N
AGB,MIR,PÁEZ,1,6/5/22 13:10,\N,\N
ARA,MIR,PAZ CASTILLO,1,6/5/22 13:10,\N,\N
EST,MIR,PEDRO GUAL,1,6/5/22 13:10,\N,\N
GUA,MIR,PLAZA,1,6/5/22 13:10,\N,\N
GNU,MIR,SIMON BOLÍVAR,1,6/5/22 13:10,\N,\N
MJV,MIR,SUCRE,1,6/5/22 13:10,\N,\N
OSP,MIR,URDANETA,1,6/5/22 13:10,\N,\N
PAP,MIR,ZAMORA,1,6/5/22 13:10,\N,\N
SGB,MON,ACOSTA,1,6/5/22 13:10,\N,\N
SRO,MON,AGUASAY,1,6/5/22 13:10,\N,\N
SRO,MON,BOLÍVAR,1,6/5/22 13:10,\N,\N
TUR,MON,CARIPE,1,6/5/22 13:10,\N,\N
BEN,MON,CEDEÑO,1,6/5/22 13:10,\N,\N
BER,MON,EZEQUIEL ZAMORA,1,6/5/22 13:10,\N,\N
CAJ,MON,LIBERTADOR,1,6/5/22 13:10,\N,\N
CSA,MON,MATURÍN,1,6/5/22 13:10,\N,\N
MAR,MON,PIAR,1,6/5/22 13:10,\N,\N
MEJ,MON,PUNCERES,1,6/5/22 13:10,\N,\N
MON,MON,SANTA BÁRBARA,1,6/5/22 13:10,\N,\N
RIB,MON,SOTILLO,1,6/5/22 13:10,\N,\N
VAL,MON,URACOA,1,6/5/22 13:10,\N,\N
ARC,NUE,ANTOLÍN DEL CAMPO,1,6/5/22 13:10,\N,\N
AYA,NUE,ARISMENDI,1,6/5/22 13:10,\N,\N
CAR,NUE,GARCÍA,1,6/5/22 13:10,\N,\N
COR,NUE,GÓMEZ,1,6/5/22 13:10,\N,\N
FFE,NUE,MANEIRO,1,6/5/22 13:10,\N,\N
FDM,NUE,MARCANO,1,6/5/22 13:10,\N,\N
GDH,NUE,MARIÑO,1,6/5/22 13:10,\N,\N
GUA,NUE,PENÍNSULA DE MACANAO,1,6/5/22 13:10,\N,\N
JAU,NUE,TUBORES,1,6/5/22 13:10,\N,\N
JMV,NUE,VILLALBA,1,6/5/22 13:10,\N,\N
JUN,NUE,DIAZ,1,6/5/22 13:10,\N,\N
LOB,POR,AGUA BLANCA,1,6/5/22 13:10,\N,\N
MIC,POR,ARAURE,1,6/5/22 13:10,\N,\N
PAN,POR,ESTELLER,1,6/5/22 13:10,\N,\N
PMU,POR,GUANARE,1,6/5/22 13:10,\N,\N
RUZ,POR,GUANARITO,1,6/5/22 13:10,\N,\N
SDM,POR,MONSEÑOR JOSÉ VICENTE DE UNDA,1,6/5/22 13:10,\N,\N
SCR,POR,OSPINO,1,6/5/22 13:10,\N,\N
SEB,POR,PÁEZ,1,6/5/22 13:10,\N,\N
TOR,POR,PAPELÓN,1,6/5/22 13:10,\N,\N
URI,POR,SAN GENARO DE BOCONOÍTO,1,6/5/22 13:10,\N,\N
SJT,POR,SAN RAFAEL DE ONOTO,1,6/5/22 13:10,\N,\N
CAN,POR,SANTA ROSALÍA,1,6/5/22 13:10,\N,\N
CAR,POR,SUCRE,1,6/5/22 13:10,\N,\N
ESC,POR,TURÉN,1,6/5/22 13:10,\N,\N
JFM,SUC,ANDRÉS ELOY BLANCO,1,6/5/22 13:10,\N,\N
JVC,SUC,ANDRÉS MATA,1,6/5/22 13:10,\N,\N
LCE,SUC,ARISMENDI,1,6/5/22 13:10,\N,\N
MCA,SUC,BENÍTEZ,1,6/5/22 13:10,\N,\N
MOT,SUC,BERMÚDEZ,1,6/5/22 13:10,\N,\N
PAM,SUC,BOLÍVAR,1,6/5/22 13:10,\N,\N
PPT,SUC,CAJIGAL,1,6/5/22 13:10,\N,\N
RRA,SUC,CRUZ SALMERÓN ACOSTA,1,6/5/22 13:10,\N,\N
SRC,SUC,LIBERTADOR,1,6/5/22 13:10,\N,\N
TRU,SUC,MARIÑO,1,6/5/22 13:10,\N,\N
VAR,SUC,MEJÍA,1,6/5/22 13:10,\N,\N
ABA,SUC,MONTES,1,6/5/22 13:10,\N,\N
BRU,SUC,RIBERO,1,6/5/22 13:10,\N,\N
COC,SUC,SUCRE,1,6/5/22 13:10,\N,\N
JAP,SUC,VALDÉZ,1,6/5/22 13:10,\N,\N
LTR,TAC,ANDRÉS BELLO,1,6/5/22 13:10,\N,\N
MMG,TAC,ANTONIO RÓMULO COSTA,1,6/5/22 13:10,\N,\N
NIR,TAC,AYACUCHO,1,6/5/22 13:10,\N,\N
PEÑ,TAC,BOLÍVAR,1,6/5/22 13:10,\N,\N
SFE,TAC,CÁRDENAS,1,6/5/22 13:10,\N,\N
URA,TAC,CÓRDOBA,1,6/5/22 13:10,\N,\N
JJV,TAC,FERNÁNDEZ FEO,1,6/5/22 13:10,\N,\N
AMP,TAC,FRANCISCO DE MIRANDA,1,6/5/22 13:10,\N,\N
CAB,TAC,GARCÍA DE HEVIA,1,6/5/22 13:10,\N,\N
CAT,TAC,GUÁSIMOS,1,6/5/22 13:10,\N,\N
COL,TAC,INDEPENDENCIA,1,6/5/22 13:10,\N,\N
FJP,TAC,JÁUREGUI,1,6/5/22 13:10,\N,\N
JEL,TAC,JOSÉ MARÍA VARGAS,1,6/5/22 13:10,\N,\N
JMS,TAC,JUNÍN,1,6/5/22 13:10,\N,\N
LCU,TAC,LIBERTAD,1,6/5/22 13:10,\N,\N
LAG,TAC,LIBERTADOR,1,6/5/22 13:10,\N,\N
MAP,TAC,LOBATERA,1,6/5/22 13:10,\N,\N
MAR,TAC,MICHELENA,1,6/5/22 13:10,\N,\N
RDP,TAC,PANAMERICANO,1,6/5/22 13:10,\N,\N
STR,TAC,PEDRO MARÍA UREÑA,1,6/5/22 13:10,\N,\N
VRD,TAC,RAFAEL URDANETA,1,6/5/22 13:10,\N,\N
VER,TAC,SAMUEL DARÍO MALDONADO,1,6/5/22 13:10,\N,\N
YAR,TAC,SAN CRISTÓBAL,1,6/5/22 13:10,\N,\N
SIL,TAC,SEBORUCO,1,6/5/22 13:10,\N,\N
,TAC,SIMÓN RODRÍGUEZ,1,6/5/22 13:10,\N,\N
,TAC,SUCRE,1,6/5/22 13:10,\N,\N
,TAC,TORBES,1,6/5/22 13:10,\N,\N
,TAC,URIBANTE,1,6/5/22 13:10,\N,\N
,TAC,SAN JUDAS TADEO,1,6/5/22 13:10,\N,\N
,TRU,ANDRÉS BELLO,1,6/5/22 13:10,\N,\N
,TRU,BOCONÓ,1,6/5/22 13:10,\N,\N
,TRU,BOLÍVAR,1,6/5/22 13:10,\N,\N
,TRU,CANDELARIA,1,6/5/22 13:10,\N,\N
,TRU,CARACHE,1,6/5/22 13:10,\N,\N
,TRU,ESCUQUE,1,6/5/22 13:10,\N,\N
,TRU,JOSÉ FELIPE MÁRQUEZ CAÑIZALEZ,1,6/5/22 13:10,\N,\N
,TRU,JUAN VICENTE CAMPOS ELÍAS,1,6/5/22 13:10,\N,\N
,TRU,LA CEIBA,1,6/5/22 13:10,\N,\N
,TRU,MIRANDA,1,6/5/22 13:10,\N,\N
,TRU,MONTE CARMELO,1,6/5/22 13:10,\N,\N
,TRU,MOTATÁN,1,6/5/22 13:10,\N,\N
,TRU,PAMPÁN,1,6/5/22 13:10,\N,\N
,TRU,PAMPANITO,1,6/5/22 13:10,\N,\N
,TRU,RAFAEL RANGEL,1,6/5/22 13:10,\N,\N
,TRU,SAN RAFAEL DE CARVAJAL,1,6/5/22 13:10,\N,\N
,TRU,SUCRE,1,6/5/22 13:10,\N,\N
,TRU,TRUJILLO,1,6/5/22 13:10,\N,\N
,TRU,URDANETA,1,6/5/22 13:10,\N,\N
,TRU,VALERA,1,6/5/22 13:10,\N,\N
,LGR,VARGAS,1,6/5/22 13:10,\N,\N
,YAR,ARÍSTIDES BASTIDAS,1,6/5/22 13:10,\N,\N
,YAR,BOLÍVAR,1,6/5/22 13:10,\N,\N
,YAR,BRUZUAL,1,6/5/22 13:10,\N,\N
,YAR,COCOROTE,1,6/5/22 13:10,\N,\N
,YAR,INDEPENDENCIA,1,6/5/22 13:10,\N,\N
,YAR,JOSÉ ANTONIO PÁEZ,1,6/5/22 13:10,\N,\N
,YAR,LA TRINIDAD,1,6/5/22 13:10,\N,\N
,YAR,MANUEL MONGE,1,6/5/22 13:10,\N,\N
,YAR,NIRGUA,1,6/5/22 13:10,\N,\N
,YAR,PEÑA,1,6/5/22 13:10,\N,\N
,YAR,SAN FELIPE,1,6/5/22 13:10,\N,\N
,YAR,SUCRE,1,6/5/22 13:10,\N,\N
,YAR,URACHICHE,1,6/5/22 13:10,\N,\N
,YAR,JOSÉ JOAQUÍN VEROES,1,6/5/22 13:10,\N,\N
,ZUL,ALMIRANTE PADILLA,1,6/5/22 13:10,\N,\N
,ZUL,BARALT,1,6/5/22 13:10,\N,\N
,ZUL,CABIMAS,1,6/5/22 13:10,\N,\N
,ZUL,CATATUMBO,1,6/5/22 13:10,\N,\N
,ZUL,COLÓN,1,6/5/22 13:10,\N,\N
,ZUL,FRANCISCO JAVIER PULGAR,1,6/5/22 13:10,\N,\N
,ZUL,PÁEZ,1,6/5/22 13:10,\N,\N
,ZUL,JESÚS ENRIQUE LOSADA,1,6/5/22 13:10,\N,\N
,ZUL,JESÚS MARÍA SEMPRÚN,1,6/5/22 13:10,\N,\N
,ZUL,LA CAÑAADA DE URDANETA,1,6/5/22 13:10,\N,\N
,ZUL,LAGUNILLAS,1,6/5/22 13:10,\N,\N
,ZUL,MACHIQUES DE PERIJÁ,1,6/5/22 13:10,\N,\N
,ZUL,MARA,1,6/5/22 13:10,\N,\N
,ZUL,MARACAIBO,1,6/5/22 13:10,\N,\N
,ZUL,MIRANDA,1,6/5/22 13:10,\N,\N
,ZUL,ROSARIO DE PERIJÁ,1,6/5/22 13:10,\N,\N
,ZUL,SAN FRANCISCO,1,6/5/22 13:10,\N,\N
,ZUL,SANTA RITA,1,6/5/22 13:10,\N,\N
,ZUL,SIMÓN BOLÍVAR,1,6/5/22 13:10,\N,\N
,ZUL,SUCRE,1,6/5/22 13:10,\N,\N
,ZUL,VALMORE RODRÍGUEZ,1,6/5/22 13:10,\N,\N
,DIS,LIBERTADOR,1,6/5/22 13:10,\N,\N
,YAR,VEROES,1,10/21/24 9:24,\N,\N
,FAL,YARACAL,1,10/21/24 13:44,\N,\N
,FAL,SILVA,1,10/21/24 13:46,\N,\N
